Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 478;Arkeologi;Tromsø;HISTORIE;2020;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;37.9
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;44
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;43.4
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;81
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;36
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;16
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;39.9
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 478;Arkeologi;Trondheim;HISTORIE;2020;23
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 155;Arkitektonisk lysdesign;Kongsberg;TEKNO - ANNET;2020;0
Førstegangsvitnemålskvote;AHO;Poenggrense;Hovedopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;107.97
Førstegangsvitnemålskvote;AHO;Søkere på venteliste;Hovedopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;108
Ordinær kvote;AHO;Poenggrense;Hovedopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;128.97
Ordinær kvote;AHO;Søkere på venteliste;Hovedopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;210
Førstegangsvitnemålskvote;AHO;Poenggrense;Suppleringsopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;107.97
Førstegangsvitnemålskvote;AHO;Søkere på venteliste;Suppleringsopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;81
Ordinær kvote;AHO;Poenggrense;Suppleringsopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;128.97
Ordinær kvote;AHO;Søkere på venteliste;Suppleringsopptak;189 030;Arkitektur;Oslo;TEKNO - ARKITEKT;2020;162
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;54.8
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;216
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;59.7
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;332
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;54.8
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;125
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;59.7
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 756;Arkitektur;Trondheim;TEKNO - ARKITEKT;2020;193
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;40.5
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;9
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;38.8
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 085;Arkiv, museum og dokumentasjonsforvaltning;Trondheim;SAMFUNN;2020;3
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;50.8
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;127
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;49.3
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 085;Arkivvitenskap;Oslo;MEDIEFAG;2020;76
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;39.5
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;7
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;45.3
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;32
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;38.8
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;2
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;45.3
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 605;Arktisk friluftsliv;Alta;IDRETT;2020;10
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 302;Arktisk friluftsliv og naturguiding;Alta;IDRETT;2020;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;39.2
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;56
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;46.3
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;173
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;39.2
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;34
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;46.3
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 704;Audiologi;Trondheim;HELSEFAG - AUDIO;2020;99
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 262;Audiovisuelle medier;Lillehammer;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;AHS;Poenggrense;Hovedopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Førstegangsvitnemålskvote;AHS;Søkere på venteliste;Hovedopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Ordinær kvote;AHS;Poenggrense;Hovedopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Ordinær kvote;AHS;Søkere på venteliste;Hovedopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Førstegangsvitnemålskvote;AHS;Poenggrense;Suppleringsopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Førstegangsvitnemålskvote;AHS;Søkere på venteliste;Suppleringsopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Ordinær kvote;AHS;Poenggrense;Suppleringsopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Ordinær kvote;AHS;Søkere på venteliste;Suppleringsopptak;255 418;Bærekraft og kultur;Kristiansand;SAMFUNN;2020;0
Førstegangsvitnemålskvote;HIM;Poenggrense;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Ordinær kvote;HIM;Poenggrense;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Ordinær kvote;HIM;Søkere på venteliste;Hovedopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Førstegangsvitnemålskvote;HIM;Poenggrense;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Ordinær kvote;HIM;Poenggrense;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Ordinær kvote;HIM;Søkere på venteliste;Suppleringsopptak;211 389;Bærekraftig logistikk og sirkulær økonomi;Kristiansund;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 389;Bærekraftsøkonomi;Kongsvinger;ØKADM;2020;0
Førstegangsvitnemålskvote;NLA;Poenggrense;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;NLA;Søkere på venteliste;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NLA;Poenggrense;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NLA;Søkere på venteliste;Hovedopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;NLA;Poenggrense;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;NLA;Søkere på venteliste;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NLA;Poenggrense;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NLA;Søkere på venteliste;Suppleringsopptak;254 130;Barnehagelærer;Bergen;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;NORD;Poenggrense;Hovedopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;31.3
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Hovedopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;5
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;34.7
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;12
Førstegangsvitnemålskvote;NORD;Poenggrense;Suppleringsopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Suppleringsopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 131;Barnehagelærer;Bodø;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;31.1
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;21
Ordinær kvote;HIØ;Poenggrense;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;40.4
Ordinær kvote;HIØ;Søkere på venteliste;Hovedopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;120
Førstegangsvitnemålskvote;HIØ;Poenggrense;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;31.1
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;13
Ordinær kvote;HIØ;Poenggrense;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;40.4
Ordinær kvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 130;Barnehagelærer;Halden;LÆRER - BHGLÆRER;2020;83
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;34.3
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;25
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;34.3
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 130;Barnehagelærer;Hamar;LÆRER - BHGLÆRER;2020;17
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;38.2
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;123
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;43.5
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;296
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;37.7
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;69
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;43.3
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 130;Barnehagelærer;Kristiansand;LÆRER - BHGLÆRER;2020;179
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;37.1
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;224
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;45.8
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;742
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;35.5
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;114
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;45.3
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 130;Barnehagelærer;Oslo;LÆRER - BHGLÆRER;2020;420
Førstegangsvitnemålskvote;UIS;Poenggrense;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;33.1
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;41
Ordinær kvote;UIS;Poenggrense;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;40.3
Ordinær kvote;UIS;Søkere på venteliste;Hovedopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;156
Førstegangsvitnemålskvote;UIS;Poenggrense;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;32.9
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;23
Ordinær kvote;UIS;Poenggrense;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;40.3
Ordinær kvote;UIS;Søkere på venteliste;Suppleringsopptak;217 130;Barnehagelærer;Stavanger;LÆRER - BHGLÆRER;2020;106
Førstegangsvitnemålskvote;DMMH;Poenggrense;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;34
Førstegangsvitnemålskvote;DMMH;Søkere på venteliste;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;38
Ordinær kvote;DMMH;Poenggrense;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;38.5
Ordinær kvote;DMMH;Søkere på venteliste;Hovedopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;98
Førstegangsvitnemålskvote;DMMH;Poenggrense;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;32.5
Førstegangsvitnemålskvote;DMMH;Søkere på venteliste;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;16
Ordinær kvote;DMMH;Poenggrense;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;36.4
Ordinær kvote;DMMH;Søkere på venteliste;Suppleringsopptak;253 130;Barnehagelærer;Trondheim;LÆRER - BHGLÆRER;2020;36
Førstegangsvitnemålskvote;HVO;Poenggrense;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;HVO;Søkere på venteliste;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;HVO;Poenggrense;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;37.6
Ordinær kvote;HVO;Søkere på venteliste;Hovedopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;14
Førstegangsvitnemålskvote;HVO;Poenggrense;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;HVO;Søkere på venteliste;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;HVO;Poenggrense;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;37.6
Ordinær kvote;HVO;Søkere på venteliste;Suppleringsopptak;223 130;Barnehagelærer;Volda;LÆRER - BHGLÆRER;2020;8
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2020;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2020;40.3
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2020;15
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 131;Barnehagelærer, Alta, samlingsbasert;Alta;LÆRER - BHGLÆRER;2020;0
